Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Triều Dương,Một Họa Sĩ Phù Thế,"Matsuji Ono, một họa sĩ nổi tiếng đã đem nghệ thuật của mình phụng sự cho đế quốc Nhật bước vào Thế chiến II, giờ đây chật vật trong cuộc sống hậu chiến ở nước Nhật bại trận với những tổn thương ghê gớm trong tinh thần. Những dằn vặt của hiện tại bi thảm và những hảo quang của tuổi trẻ đầy lý tưởng xoắn xuýt vào nhau trong lời kể của một ông già tuổi xế chiều.",Nhã Nam,169000,299,143500,16/11/2022,NXB Văn Học,Còn hàng,400
Virginie Aladjidi - Emmanuelle Tchoukriel,Bách Khoa Thư Cho Cả Nhà -  Thế Giới Chim Muông Bằng Tranh,Inventaire illustré des oiseaux - Thế giới chim muông bằng tranh,Nhã Nam,120000,62,102000,19/10/2022,NXB Dân Trí,Còn hàng,450
Virginie Aladjidi - Emmanuelle Tchoukriel,Bách Khoa Thư Cho Cả Nhà -  Thế Giới Côn Trùng Bằng Tranh,Inventaire illustré des insectes - Thế giới côn trùng bằng tranh,Nhã Nam,120000,Đang,102000,19/10/2022,NXB Dân Trí,Còn hàng,450
Yasumi Morito,Cẩm Nang Nhi Khoa - Giải Quyết Nỗi Bất An Khi Chăm Sóc Trẻ Nhỏ,Mục lục:,Thái Hà,109000,148,92500,11/10/2022,NXB Công Thương,Còn hàng,200
Ilse Sand,Dám Sống Hướng Nội Và Cực Kỳ Nhạy Cảm,Bạn từng thấy cuộc sống thật mệt mỏi và phức tạp chỉ vì bạn trót mang một tâm hồn nhạy cảm?,Nhã Nam,90000,157,76500,30/11/2022,NXB Thế Giới,Còn hàng,500
Sarah Durn,Huyền Thuật Giả Kim,"Xuôi về quá khứ: Mọi thông tin về nguồn gốc và các nguyên tắc cơ bản của giả kim thuật, bao gồm ba khía cạnh chính của nó: thể chất, tâm linh và tinh thần.",1980 Books,139000,232,118000,30/11/2022,NXB Thanh Niên,Còn hàng,500
Linh Phan,Tận Hưởng Hành Trình Nuôi Con Sữa Mẹ,"Với tâm huyết và kinh nghiệm của nhiều năm tư vấn cho các bà mẹ nuôi con bằng sữa mẹ, bác sĩ Anh Thy đã đúc kết những kiến thức quý báu về sữa mẹ để cho ra đời cuốn sách",Nhã Nam,132000,287,112000,30/11/2022,NXB Thế Giới,Còn hàng,500
Yuval Noah Harari,Unstoppable Us - Không Thể Dừng Bước - Tập 1: Loài Người Chinh Phục Thế Giới Như Thế Nào,,Omega Plus,269000,172,228500,25/11/2022,NXB Tri Thức,Còn hàng,400
Nancy Loewen,Chập Chững Lớn Lên - Đến Lượt Cậu Đấy,"Dành cho các bé từ độ tuổi 3+. Bộ sách song ngữ Anh – Việt “Chập chững lớn lên” với những câu chuyện đơn giản và hình ảnh minh họa hấp dẫn, mở ra những cuộc trò chuyện về cảm xúc và sức khỏe tinh thần, cung cấp cho cha mẹ những công cụ và ngôn ngữ cần thiết để phát triển và nuôi dưỡng trí tuệ cảm xúc ở trẻ.",Thái Hà,39000,24,33000,01/11/2022,NXB Công Thương,Còn hàng,50
Nancy Loewen,Chập chững lớn lên – Lần nữa nào!,“Chập chững lớn lên – Lần nữa nào!”,Thái Hà,39000,24,33000,01/11/2022,NXB Công Thương,Còn hàng,50
Nancy Loewen,"Chập Chững Lớn Lên - Mau Khỏe Nhé, Bố Ơi!","“Chập chững lớn lên – Mau khoẻ nhé, bố ơi!”",Thái Hà,39000,24,33000,01/11/2022,NXB Công Thương,Còn hàng,50
Đỗ Biên Thùy,Lê Lợi Đại Phá Quân Minh,Tranh truyện danh nhân lịch sử Việt Nam,NXB Trẻ,30000,24,25500,01/11/2022,NXB Trẻ,Còn hàng,100
Đỗ Biên Thùy,Hai Bà Trưng - Lửa Cháy Thành Luy Lâu,"Tiếp cận lịch sử đối với người lớn đã khó thì với trẻ em còn muôn phần khó hơn. Với mong muốn đưa lịch sử nước nhà đến gần và thân hơn với các em nhỏ, Nhà xuất bản Trẻ cho cho ra đời bộ Tranh truyện danh nhân lịch sử Việt Nam để các em có thể tiếp cận lịch sử ở một góc độ nhẹ nhàng và dễ dàng hơn.",NXB Trẻ,30000,24,25500,01/11/2022,NXB Trẻ,Còn hàng,100
Andreas Stoffers,Refresh! 20 Ngày Làm Mới Bản Thân,,Alpha Books,199000,324,169000,10/12/2022,NXB Thế Giới,Còn hàng,550
Đỗ Biên Thùy,Nguyễn Trung Trực - Lửa Hồng Nhật Tảo,"Tiếp cận lịch sử đối với người lớn đã khó thì với trẻ em còn muôn phần khó hơn. Với mong muốn đưa lịch sử nước nhà đến gần và thân hơn với các em nhỏ, Nhà xuất bản Trẻ cho cho ra đời bộ Tranh truyện danh nhân lịch sử Việt Nam để các em có thể tiếp cận lịch sử ở một góc độ nhẹ nhàng và dễ dàng hơn.",NXB Trẻ,30000,24,25500,01/11/2022,NXB Trẻ,Còn hàng,100
Nguyễn Thị Thanh Thủy,15 Bí Kíp Giúp Tớ An Toàn - Cẩm Nang Phòng Tránh Thiên Tai,Phòng tránh lũ lụt,NXB Kim Đồng,65000,104,55000,06/12/2022,NXB Kim Đồng,Còn hàng,500
Đỗ Biên Thùy,Cao Thắng Anh Hùng Chế Súng,"Tiếp cận lịch sử đối với người lớn đã khó thì với trẻ em còn muôn phần khó hơn. Với mong muốn đưa lịch sử nước nhà đến gần và thân hơn với các em nhỏ, Nhà xuất bản Trẻ cho cho ra đời bộ Tranh truyện danh nhân lịch sử Việt Nam để các em có thể tiếp cận lịch sử ở một góc độ nhẹ nhàng và dễ dàng hơn.",NXB Trẻ,30000,24,25500,01/11/2022,NXB Trẻ,Còn hàng,100
Đỗ Biên Thùy,Đinh Bộ Lĩnh Dẹp Loạn 12 Sứ Quân,"Tiếp cận lịch sử đối với người lớn đã khó thì với trẻ em còn muôn phần khó hơn. Với mong muốn đưa lịch sử nước nhà đến gần và thân hơn với các em nhỏ, Nhà xuất bản Trẻ cho cho ra đời bộ Tranh truyện danh nhân lịch sử Việt Nam để các em có thể tiếp cận lịch sử ở một góc độ nhẹ nhàng và dễ dàng hơn.",NXB Trẻ,30000,24,25500,01/11/2022,NXB Trẻ,Còn hàng,100
Đỗ Biên Thùy,Thánh Gióng Ngựa Sắt Tung Hoành,"Tiếp cận lịch sử đối với người lớn đã khó thì với trẻ em còn muôn phần khó hơn. Với mong muốn đưa lịch sử nước nhà đến gần và thân hơn với các em nhỏ, Nhà xuất bản Trẻ cho cho ra đời bộ Tranh truyện danh nhân lịch sử Việt Nam để các em có thể tiếp cận lịch sử ở một góc độ nhẹ nhàng và dễ dàng hơn.",NXB Trẻ,30000,24,25500,01/11/2022,NXB Trẻ,Còn hàng,100
Đỗ Thị Hường,Hơi Thở Nhẹ,.,Tao Đàn,200000,400,170000,14/07/2022,NXB Khoa Học Kỹ Thuật,Hết hàng,500
Andrews,RIO Book No 3: Hình Ảnh Điều Khiển Tâm Trí - 30 Kỹ Thuật Điều Khiển Tâm Lý Trong Truyền Thông Thị Giác,"RIO Book 03 “Hình ảnh điều khiển tâm trí” khai thác động lực thuyết phục ẩn sau những hình ảnh của các chiến dịch truyền thông. Dựa trên khía cạnh tâm lý học xã hội, cuốn sách sẽ lý giải điều gì tạo nên những hình ảnh truyền tải thông điệp khiến khách hàng cảm nhận, tin tưởng, mua sắm và thay đổi bản thân.",Rio Books,155000,200,131500,01/05/2019,NXB Lao Động,Còn hàng,300
Nhiều tác giả,Hashtag No.4 Food Khởi Sự Kinh Doanh Dịch Vụ Ăn Uống,"""Thức ăn là một nhu cầu cơ bản. Cho dù khẩu vị và xu hướng có thay đổi, công nghệ có tiến bộ thì con người vẫn luôn luôn cần phải ăn.",Rio Books,325000,448,276000,01/11/2021,NXB Dân Trí,Còn hàng,400
Chris Naunto,Vua Tutankhamun - Chuyện Giờ Mới Kể,Đã bao giờ các em từng nghĩ rằng sẽ được nghe đích thân Vua Tutankhamun kể lại câu chuyện của đời mình hay chưa? Trong cuốn sách,NXB Kim Đồng,55000,48,46500,29/11/2022,NXB Kim Đồng,Còn hàng,150
Jessica Spanyol,Thí Nghiệm Vui Cùng Rosa - Làm Bánh Pizza,"Pizza là món khoái khẩu của rất nhiều bạn nhỏ, và bạn biết không, làm pizza không hề khó một chút nào đâu! Rosa cùng với những người bạn chỉ mất một chút thời gian mà đã làm xong những phần bánh pizza thơm nức mũi rồi đấy! Công đoạn làm pizza gồm những bước nào nhỉ? Hãy cùng khám phá với Rosa nhé!",NXB Kim Đồng,30000,20,25500,15/11/2022,NXB Kim Đồng,Còn hàng,100
Jessica Spanyol,Thí Nghiệm Vui Cùng Rosa - Vòng Đời Của Ếch,"Đã bao giờ bạn quan sát những cơn mưa và tự hỏi: Mưa từ đâu mà có? Những giọt mưa sau khi rơi xuống tạo thành những vũng nước rồi sẽ đi đâu? Từ những cơn mưa, Rosa và nhóm bạn đã có thêm thật nhiều kiến thức thú vị về nước và sự tuần hoàn kì diệu của nó. Hãy cùng khám phá với Rosa nhé!",NXB Kim Đồng,30000,20,25500,15/11/2022,NXB Kim Đồng,Còn hàng,100
Jessica Spanyol,Thí Nghiệm Vui Cùng Rosa - Sự Tuần Hoàn Của Nước,"Đã bao giờ bạn quan sát những cơn mưa và tự hỏi: Mưa từ đâu mà có? Những giọt mưa sau khi rơi xuống tạo thành những vũng nước rồi sẽ đi đâu? Từ những cơn mưa, Rosa và nhóm bạn đã có thêm thật nhiều kiến thức thú vị về nước và sự tuần hoàn kì diệu của nó. Hãy cùng khám phá với Rosa nhé!",NXB Kim Đồng,30000,20,25500,15/11/2022,NXB Kim Đồng,Còn hàng,100
Jessica Spanyol,Thí Nghiệm Vui Cùng Rosa - Giỏ Thức Ăn Cho Chim,"Làm giỏ thức ăn cho chim tưởng dễ nhưng thực tế lại không đơn giản tí nào! Chúng ta cần tìm loại vật liệu chống thấm nước để giữ cho thức ăn được khô, rồi còn tìm loại dây nào thật chắc chắn để treo các giỏ thức ăn này lên cây nữa. Thông qua thí nghiệm này, Rosa cùng các bạn đã khám phá các kiến thức khoa học rất hữu ích và thú vị đấy! Bạn có muốn thử làm giỏ thức ăn cho chim không? Hãy cùng khám phá với Rosa nhé!",NXB Kim Đồng,30000,20,25500,15/11/2022,NXB Kim Đồng,Còn hàng,100
Jessica Spanyol,Thí Nghiệm Vui Cùng Rosa - Trò Chơi Rối Bóng,"Chỉ cần những vật dụng đơn giản, Rosa và nhóm bạn đã tạo ra trò chơi rối bóng đầy thú vị! Nhưng như mọi thí nghiệm khác, qua trò chơi này, các bạn ấy đã được học thêm nhiều kiến thức về ánh sáng. Những khái niệm về nguồn sáng, vật chắn sáng, vật trong mờ, vật trong suốt… trở nên đơn giản hơn rất nhiều thông qua trò chơi - thí nghiệm về rối bóng. Hãy cùng khám phá với Rosa nhé!",NXB Kim Đồng,30000,20,25500,15/11/2022,NXB Kim Đồng,Còn hàng,100
Jessica Spanyol,Thí Nghiệm Vui Cùng Rosa - Trồng Hoa Hướng Dương,"Rosa cùng nhóm bạn quyết định trồng hoa hướng dương từ những hạt giống hướng dương khô. Trồng hoa, trồng cây có khó không nhỉ? Chúng ta sẽ cần để ý điều gì để giúp cây nhanh lớn, hoa sớm nở? Thí nghiệm thú vị của nhóm bạn Rosa sẽ có kết quả như thế nào? Hãy cùng khám phá với Rosa nhé",NXB Kim Đồng,30000,20,25500,15/11/2022,NXB Kim Đồng,Còn hàng,100
Jessica Spanyol,Thí Nghiệm Vui Cùng Rosa - Thuyền Nào Sẽ Nổi,Rosa và các bạn đang cùng nhau tìm một vật liệu có thể nổi trên mặt nước để làm thuyền. Các bạn đã khám phá ra thật nhiều điều thú vị! Tại sao viên bi nhỏ hơn lại chìm xuống trong khi quả bóng bàn to hơn lại nổi lên mặt nước được nhỉ? Ta có thể dùng miếng bọt biển để chế tạo thuyền được không? Hãy cùng khám phá với Rosa nhé!,NXB Kim Đồng,30000,20,25500,15/11/2022,NXB Kim Đồng,Còn hàng,100
Trịnh Nam Trân,Một Chỗ Ở Quầy Bar,“,AZ Việt Nam,88000,184,74500,01/12/2022,NXB Phụ Nữ Việt Nam,Còn hàng,500
Nhiều Tác Giả,Không Có Đỉnh Quá Cao - Từ Làng Quê Bước Ra Chinh Phục Thế Giới,"KHÔNG CÓ ĐỈNH QUÁ CAO là câu chuyện đi tìm thành công và hạnh phúc của 24 bạn trẻ, và những chia sẻ quý giá của Giáo sư Phan Văn Trường được đúc kết từ chính sự nghiệp lớn lao của ông.",NXB Trẻ,90000,220,76500,29/11/2022,NXB Trẻ,Còn hàng,Đang
Georgia Amson Bradshaw,Tớ Là Công Dân Toàn Cầu - Tất Cả Chúng Ta Đều Bình Đẳng,Bộ sách,NXB Kim Đồng,35000,32,29500,17/11/2022,NXB Kim Đồng,Hết hàng,300
Angelica Malin,Quý Cô Khởi Nghiệp,"Nơi nào có hào quang, cô ấy nỗ lực chạm đến đó.  Nơi nào có ước mơ, cô ấy bứt phá để chinh phục.",AZ Việt Nam,129000,336,109500,01/12/2022,NXB Dân Trí,Còn hàng,650
Thân Hoàng Giang,Vàng Xám Và Những Câu Chuyện Ngốc Nghếch,Nhưng khi bạn ngã tôi sẽ là người đến bên và nâng bạn dậy!,AZ Việt Nam,135000,200,114500,25/11/2022,NXB Thanh Niên,Còn hàng,500
Kathryn Nicolai,Thị Trấn Chuyện Kể - Nghi Thức Nghỉ Lễ Dành Cho Người Trưởng Thành (**),.,AZ Việt Nam,129000,168,109500,05/12/2022,NXB Thế Giới,Còn hàng,500
Jennifer Moore,Cuốn Sách Tươi Tắn Về Giá Trị,,Nhã Nam,99000,95,84000,09/12/2022,NXB Thế Giới,Còn hàng,300
Adriana Mather,Cách Treo Cổ Một Phù Thuỷ - Phần 2: Ám Ảnh Biển Sâu,…,AZ Việt Nam,149000,488,126500,08/12/2022,NXB Văn Học,Còn hàng,800
Gustavo Mazali,Cuốn Sách Tươi Tắn Về Cảm Xúc,Một món quà ý nghĩa và thiết thực dành cho bạn nhỏ tiểu học.,Nhã Nam,99000,95,84000,09/12/2022,NXB Thế Giới,Còn hàng,300
Hans Christian Andersen,Nàng Tiên Cá Và Những Câu Chuyện Khác,,Đông A,500000,244,425000,01/12/2022,NXB Văn Học,Còn hàng,750
Nhiều Tác Giả,Từ Điển 202X,"“Từ điển 202X có nhiều giá trị hơn là một tập hợp các chủ đề được sắp xếp theo trình tự. Với tôi, ấn phẩm là một tấm bản đồ ngữ nghĩa, giúp chúng ta tìm lối vào đời sống văn hoá của một thế hệ. Nội hàm của từ “từ điển” ám chỉ việc một khái niệm được định nghĩa bởi những khái niệm khác, cho thấy thế hệ trẻ ngày nay thường đối thoại thông qua những từ khoá nào. Còn tấm bản đồ tổ chức ngôn ngữ thành đường lối và không gian, quy định phẩm tính của các bạn trẻ trong mối quan hệ với thực tiễn mà các bạn thuộc về.",Alpha Books,199000,360,169000,08/12/2022,NXB Thế Giới,Còn hàng,500
Vưu Diễm Phương,Thám Tử Nhí Tài Ba - Truyện Trinh Thám Dành Cho Bé,"Thám tử nhí tài ba - Truyện trinh thám dành cho bé là một cuốn sách vô cùng lý thú dành cho các bạn nhỏ say mê khám phá và suy luận. Thông qua những câu chuyện độc đáo trong sách, các em có thể vừa đọc vừa suy ngẫm rồi tìm ra lời giải đáp cho mỗi vấn đề, từ đó rèn luyện khả năng tư duy logic và học hỏi thêm vô vàn kiến thức mới mẻ. Còn chần chừ gì nữa, em hãy mở sách ra để trở thành một thám tử nhí tài ba ngay thôi nào!",Đinh Tị,129000,220,109500,01/12/2022,NXB Thanh Niên,Còn hàng,300
Tú Mỡ,Thơ Hay Viết Cho Thiếu Nhi - Ông Và Cháu,,NXB Kim Đồng,45000,44,38000,31/12/2022,NXB Kim Đồng,Còn hàng,300
Nguyễn Hoàng Sơn,Thơ Hay Viết Cho Thiếu Nhi - Dắt Mùa Thu Vào Phố,,NXB Kim Đồng,50000,52,42500,31/12/2022,NXB Kim Đồng,Còn hàng,300
David N. Perkins,Future Wise: Điều Gì Đáng Học Cho Tương Lai,"Hầu hết học sinh đều từng hỏi câu này. Một câu hỏi khá phiền phức, tuy nhiên, đây là một phiên bản khác của một trong những câu hỏi quan trọng nhất trong giáo dục: Điều gì mới đáng học trong nhà trường?",Thái Hà,159000,356,135000,15/12/2022,NXB Lao Động,Còn hàng,650
Nguyễn Minh Hải,Di Sản Hồ Chí Minh - Học Và Làm Theo Bác,"Nhiều năm qua, cán bộ, đảng viên đã tích cực học tập, làm theo tư tưởng, đạo đức, phong cách của Hồ Chí Minh trong công tác và sinh hoạt, thông qua nhiều hình thức, nhiều hoạt động. Một trong những hình thức được thực hiện khá phổ biến là kể chuyện về Bác Hồ trong sinh hoạt chào cờ đầu tuần, trong sinh hoạt chi bộ, trong các hội thi, thông qua những mẩu chuyện có thật về Bác Hồ, người kể lồng ghép tình cảm, cách hiểu, rồi rút ra bài học và thể hiện lời hứa quyết tâm học tập từ câu chuyện; điều đó đã ít nhiều gợi mở và thấm vào nhận thức, tình cảm của người nghe. Vì vậy, hình thức kể chuyện được duy trì ở hầu hết cơ quan, đơn vị và có những ý nghĩa thiết thực.",NXB Trẻ,90000,228,76500,30/12/2022,NXB Trẻ,Còn hàng,300
Will Rainey,Dạy Con Quản Lý Tài Chính Cá Nhân,- Cách kiếm tiền và tầm quan trọng của việc tiết kiệm,1980 Books,169000,320,143500,15/12/2022,NXB Công Thương,Còn hàng,550
Lãnh Lâm Úy,Đố Em Phân Biệt - Tê Tê và Tatu,"Sư tử biển và Hải cẩu trông tưởng giống nhau, song thực tế rất khác biệt!",NXB Kim Đồng,20000,24,17000,05/12/2022,NXB Kim Đồng,Còn hàng,55
